식품명,에너지(kcal),단백질(g),지방(g),탄수화물(g)
피자_페파로니밀스크린치즈크러스트(R),239,13.07,,
피자_페파로니백미스크린(L),248,13.18,,
피자_페파로니백미스크린(R),244,12.67,,
피자_페파로니백미치즈크러스트(L),239,13.43,,
피자_페파로니백미치즈크러스트(R),233,13.07,,
피자_페파로니씬(L),260,14.14,,
피자_페파로니씬(R),261,13.3,,
피자_페파로니체다크림크러스트(L),246,12.54,,
피자_페파로니체다크림크러스트(R),247,11.96,,
피자_페파로니치즈크러스트(L),242,13.46,,
피자_페파로니치즈크러스트(R),240,12.96,,
피자_페파로니팬(L),250,13.23,,
피자_페파로니팬(R),251,12.61,,
피자_페파로니흑미스크린(L),241,13.08,,
피자_페파로니흑미스크린(R),237,12.58,,
피자_페파로니흑미치즈크러스트(L),233,13.34,,
피자_페파로니흑미치즈크러스트(R),227,12.99,,
피자_페파불나 피자 (L),288,17.0,,
피자_페퍼디언스 피자 (L),257,13.71,,
피자_페퍼디언스 피자 (R),259,14.06,,
피자_페퍼로니 (F),282,11.13,,
피자_페퍼로니 (L),322,12.87,,
피자_페퍼로니 (L),282,11.24,,
피자_페퍼로니 (P),282,10.94,,
피자_페퍼로니 (R),281,11.02,,
피자_페퍼로니 골드링 (F),299,12.87,,
피자_페퍼로니 골드링 (L),299,12.82,,
피자_페퍼로니 골드링 (P),299,12.56,,
피자_페퍼로니 골드링 씬,312,11.58,,
피자_페퍼로니 마니아 피자,284,13.22,,
피자_페퍼로니 스파이시 갈릭 치즈롤 (F),298,13.1,,
피자_페퍼로니 스파이시 갈릭 치즈롤 (L),297,13.38,,
피자_페퍼로니 스파이시 갈릭 치즈롤 (P),297,13.08,,
피자_페퍼로니 시카고 피자,318,13.99,,24.48
피자_페퍼로니 시카고 피자,265,12.85,,
피자_페퍼로니 씬,315,12.25,,
피자_페퍼로니 치즈롤 (F),291,12.74,,
피자_페퍼로니 치즈롤 (L),291,13.18,,
피자_페퍼로니 치즈롤 (P),291,12.65,,
피자_페퍼로니 크루아상,336,11.39,,
피자_페퍼로니 플러스 1인피자,319,14.83,,
피자_페퍼로니 플러스 피자 오리진 (L),275,13.87,,
피자_페퍼로니 플러스 피자 오리진 (M),288,15.42,,
피자_페퍼로니 플러스 피자 오리진 (R),149,7.94,,
피자_페퍼로니 플러스 피자 치즈캡 (L),274,15.13,,
피자_페퍼로니 플러스 피자 치즈캡 (M),285,16.67,,
피자_페퍼로니 플러스 피자 치즈캡 (R),296,17.45,,
피자_페퍼로니 피자,307,16.19,10.0,37.62
피자_페퍼로니 피자,184,10.0,,
피자_페퍼로니 피자,243,12.63,,
피자_페퍼로니 피자,275,12.9,,
피자_페퍼로니 피자,303,15.07,13.01,25.34
피자_페퍼로니 피자 (12인치),250,11.33,,
피자_페퍼로니 피자 (7인치),267,13.33,,
피자_페퍼로니 피자 (F),281,11.11,,
피자_페퍼로니 피자 (L),352,7.67,,
피자_페퍼로니 피자 (L),277,15.23,,
피자_페퍼로니 피자 (L),262,12.15,,
피자_페퍼로니 피자 (L),279,14.92,8.9,32.59
피자_페퍼로니 피자 (L),289,16.04,,
피자_페퍼로니 피자 (L),373,8.1,,
피자_페퍼로니 피자 (L),293,14.29,,
피자_페퍼로니 피자 (L),289,15.33,,
피자_페퍼로니 피자 (L),311,17.82,,
피자_페퍼로니 피자 (L),282,11.25,,
피자_페퍼로니 피자 (L),271,13.09,,
피자_페퍼로니 피자 (L),292,15.25,,
피자_페퍼로니 피자 (L),315,17.61,11.55,35.15
피자_페퍼로니 피자 (M),269,15.45,,
피자_페퍼로니 피자 (P),281,10.91,,
피자_페퍼로니 피자 (R),281,11.02,,
피자_페퍼로니 피자 (R),289,14.04,,
피자_페퍼로니 피자 (XL),271,19.15,,
피자_페퍼로니 피자 골드링 (F),299,12.87,,
피자_페퍼로니 피자 골드링 (L),299,12.82,,
피자_페퍼로니 피자 골드링 (P),299,12.56,,
피자_페퍼로니 피자 골드링씬 (F),312,11.58,,
피자_페퍼로니 피자 나폴리 (L),286,14.8,14.22,24.7
피자_페퍼로니 피자 나폴리 (M),299,14.27,14.89,26.99
피자_페퍼로니 피자 더블치즈 엣지 (L),275,12.68,13.77,25.1
피자_페퍼로니 피자 더블치즈 엣지 (M),286,13.79,15.31,23.15
피자_페퍼로니 피자 더블치즈 엣지 오리지널 (M),274,13.61,,
피자_페퍼로니 피자 더블치즈 페퍼로니 엣지 (L),279,13.16,13.46,23.63
피자_페퍼로니 피자 더블치즈 페퍼로니 엣지 (M),288,14.15,14.16,23.61
피자_페퍼로니 피자 라이스골드 (F),284,17.84,,
피자_페퍼로니 피자 라이스골드 (L),297,17.35,,
피자_페퍼로니 피자 라이스골드 (R),301,17.64,,
피자_페퍼로니 피자 라이스바이트 (F),292,16.55,,
피자_페퍼로니 피자 라이스바이트 (L),298,16.84,,
피자_페퍼로니 피자 라이스바이트 (R),301,16.11,,
피자_페퍼로니 피자 마니아 에어도우 (L),274,13.07,,
피자_페퍼로니 피자 마니아 에어도우 (M),274,12.99,,
피자_페퍼로니 피자 마니아 파마산엣지 (L),276,13.56,,
피자_페퍼로니 피자 마니아 파마산엣지 (M),276,13.55,,
피자_페퍼로니 피자 석쇠 (F),303,18.38,,
피자_페퍼로니 피자 석쇠 (L),304,18.34,,
피자_페퍼로니 피자 석쇠 (R),305,18.35,,
피자_페퍼로니 피자 슈퍼시드 화이버 버스트 오리지널 (L),328,15.38,13.76,25.61
피자_페퍼로니 피자 슈퍼시드 화이버 오리지널 (L),274,12.5,11.9,29.11
피자_페퍼로니 피자 슈퍼시드 화이버 오리지널 (M),270,12.0,9.93,32.65
피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지 (L),326,15.9,14.69,24.32
피자_페퍼로니 피자 슈화 더블 치즈 페퍼로니 엣지 (M),334,16.09,13.54,26.47
피자_페퍼로니 피자 씬 (F),315,12.25,,
피자_페퍼로니 피자 씬 (L),321,14.34,20.23,20.44
피자_페퍼로니 피자 씬 (M),335,14.94,22.03,
피자_페퍼로니 피자 오리지널 (F),282,11.13,,
피자_페퍼로니 피자 오리지널 (L),270,12.77,11.14,29.73
피자_페퍼로니 피자 오리지널 (L),282,11.24,,
피자_페퍼로니 피자 오리지널 (M),275,12.5,11.53,30.3
피자_페퍼로니 피자 오리지널 (P),282,10.94,,
피자_페퍼로니 피자 오리지널 (R),281,11.02,,
피자_페퍼로니 피자 치즈롤 (F),291,12.74,,
피자_페퍼로니 피자 치즈롤 (L),291,13.18,,
피자_페퍼로니 피자 치즈롤 (P),291,12.65,,
피자_페퍼로니 피자 치즈버스트 나폴리 (L),284,13.43,16.55,20.26
피자_페퍼로니 피자 치즈버스트 오리지널 (L),275,12.43,14.44,23.8
피자_페퍼로니 피자 치즈크러스트 (F),299,18.71,,
피자_페퍼로니 피자 치즈크러스트 (L),303,18.67,,
피자_페퍼로니 피자 치즈크러스트 (R),307,18.85,,
피자_페퍼로니 피자 팬 (F),308,18.42,,
피자_페퍼로니 피자 팬 (L),308,18.38,,
피자_페퍼로니 피자 팬 (R),309,18.38,,
피자_페퍼로니 하트씬,284,8.7,,
피자_페퍼로니(L),289,15.33,,
피자_페퍼로니(M),289,15.33,,
피자_페퍼로니(R),203,14.37,,
피자_페퍼로니(XL),271,19.15,,
피자_페퍼로니디트로이트 피자,280,14.29,14.29,23.47
피자_페퍼로니씬(L),337,16.67,,
피자_페퍼로니치즈폭탄 피자 (L),277,18.35,,
피자_페퍼로니치즈폭탄피자,277,18.35,,
피자_페퍼로니폭탄 피자,286,14.29,,
피자_페퍼로니피자,266,14.7,7.4,35.15
피자_페퍼로니피자,317,17.52,,
피자_페퍼로니피자,294,14.94,,
피자_페퍼로니피자 (1인),303,17.1,,
피자_페퍼로니피자 (L),287,15.17,,
피자_페퍼로니피자 (M),283,12.17,,
피자_페퍼로니피자 리치골드크러스트 (L),284,14.85,,
피자_페퍼로니피자 리치골드크러스트 (M),282,12.41,,
피자_페퍼로니피자 오리지널,289,14.87,,
피자_페퍼로니피자 치즈크러스트 (L),287,15.0,,
피자_페퍼로니피자 치즈크러스트 (M),283,12.36,,
피자_페퍼로니피자(L),265,14.25,11.89,25.21
피자_페퍼로니피자(P),265,14.25,11.89,25.21
피자_페퍼로니피자바이트,280,13.77,,
피자_페퍼로니피자오리지널(L),273,14.0,,
피자_페퍼로니피자오리지널(L),285,15.13,,
피자_페페로니 러버 피자 씬 (L),374,16.76,,
피자_페페로니 러버 피자 오리지널 (L),306,14.04,,
피자_페페로니 러버 피자 오리지널 (M),309,14.69,,
피자_페페로니 러버 피자 오리지널 파마산 치즈 (L),310,14.69,,
피자_페페로니 러버 피자 오리지널 파마산 치즈 (M),316,15.45,,
피자_페페로니 러버 피자 팬 (L),332,12.47,,
피자_페페로니 러버리치골드 (L),280,12.05,,
피자_페페로니 러버리치골드 (M),282,12.45,,
피자_페페로니 러버씬 (L),348,14.65,,
피자_페페로니 러버오리지널 (L),286,12.82,,
피자_페페로니 러버오리지널 (M),288,13.12,,
피자_페페로니 러버치즈크러스트 (L),283,12.99,,
피자_페페로니 러버치즈크러스트 (M),290,14.05,,
피자_페페로니 러버치즈크러스트 골드 (L),288,13.6,,
피자_페페로니 러버치즈크러스트 골드 (M),294,14.53,,
피자_페퍼로니피자(R),265,14.25,11.89,25.21
피자_페페로니 러버팬 (L),322,11.47,,
피자_페페로니 알픽,293,14.83,,
피자_페페로니 피자,290,16.04,,29.25
피자_페페로니 피자 (L),292,16.72,,
피자_페페로니 피자 (L),349,12.5,,
피자_페페로니 피자 (L),236,11.86,,
피자_페페로니 피자 (L),271,12.91,,
피자_페페로니 피자 (M),280,14.54,,
피자_페페로니 피자 골드스윗 (G),291,15.23,,
피자_페페로니 피자 골드스윗 (L),292,15.32,,
피자_페페로니 피자 골드스윗 (R),291,14.67,,
피자_페페로니 피자 리치골드 (M),273,12.97,,
피자_페페로니 피자 리치골드(L),280,12.54,,
피자_페페로니 피자 리코타링 (G),296,15.56,,
피자_페페로니 피자 리코타링 (L),294,16.0,,
피자_페페로니 피자 리코타링 (R),296,15.67,,
피자_페페로니 피자 밀도우 (L),113,10.23,,
피자_페페로니 피자 밀도우 (R),76,6.8,,
피자_치즈 피자,268,15.0,,
피자_페페로니 피자 석쇠 (G),292,16.24,,
피자_페페로니 피자 석쇠 (L),292,16.09,,
피자_페페로니 피자 석쇠 (R),292,15.79,,
피자_페페로니 피자 씬도우 (L),343,16.67,,
피자_페페로니 피자 씬도우 (L),114,10.22,,
피자_페페로니 피자 씬도우 (R),357,16.0,,
피자_페페로니 피자 씬도우 (R),76,6.81,,
피자_페페로니 피자 씬바샤삭 (L),343,16.67,,
피자_페페로니 피자 씬바샤삭 (R),357,16.0,,
피자_페페로니 피자 치즈링 (G),284,17.27,,
피자_페페로니 피자 치즈링 (L),284,16.67,,
피자_페페로니 피자 치즈링 (R),283,16.55,,
피자_페페로니 피자 치즈크러스트 (L),280,14.0,,
피자_페페로니 피자 치즈크러스트 (M),280,14.34,,
피자_페페로니 피자 팬 (L),303,11.89,,
피자_페페로니 피자 팬 (M),301,12.0,,
피자_페페로니 피자밀도우(L),113,10.23,,
피자_페페로니 피자밀도우(R),76,6.8,,
피자_페페로니 피자씬도우(L),114,10.22,,
피자_페페로니 피자씬도우(R),76,6.81,,
피자_페페로니&할라피뇨 피자 씬 (L),312,13.12,,
피자_페페로니더블피자 (L),282,13.92,,
피자_페페로니더블피자 (XL),289,13.63,,
피자_페페로니팔자피자 (L),280,12.5,,
피자_페페로니팔자피자 (R),287,12.5,,
피자_페페로니피자,289,13.9,,
피자_페페로니피자,290,16.04,,
피자_페페로니피자 (L),289,13.74,,
피자_페페로니피자 (R),287,13.62,,
피자_페페로니피자 (XL),290,13.89,,
피자_포게더 피자 골드 (L),245,11.15,,
피자_포게더 피자 골드 (M),238,11.74,,
피자_포게더 피자 에그타르트 (L),251,10.35,,
피자_포게더 피자 에그타르트 (M),244,10.96,,
피자_포게더 피자 오리진 (L),244,11.18,,
피자_포게더 피자 오리진 (M),236,11.94,,
피자_포게더 피자 치즈캡 (L),246,12.31,,
피자_포게더 피자 치즈캡 (M),239,13.23,,
피자_포게더 피자 크림치즈 (L),246,10.23,,
피자_포게더 피자 크림치즈 (M),239,10.84,,
피자_포새이돈 피자 (L),241,12.09,,
피자_포슬포슬 감자 피자 씬 크러스트 (R),270,10.88,,
피자_포테그체다크러스트(L),250,9.86,,
피자_포테그체다크러스트(R),250,9.86,,
피자_포테이토 (L),230,9.02,,
피자_포테이토 (R),228,9.52,,
피자_포테이토 스페셜리치골드 (M),288,12.3,,
피자_포테이토 스페셜오리지널 (M),273,11.77,,
피자_포테이토 스페셜치즈크러스트 (M),291,13.42,,
피자_포테이토 스페셜치즈크러스트 골드 (M),296,13.95,,
피자_포테이토 알픽,266,13.54,,
피자_포테이토 오리지널 트리플치즈버스트엣지 (L),257,12.0,,
피자_포테이토 피자,128,5.65,,
피자_포테이토 피자,225,12.86,,26.43
피자_포테이토 피자,242,11.54,8.24,31.32
피자_포테이토 피자,299,13.33,14.55,20.61
피자_포테이토 피자 (L),253,9.32,,
피자_포테이토 피자 (L),296,15.73,10.19,35.46
피자_포테이토 피자 (L),266,9.31,,
피자_포테이토 피자 (L),244,10.88,,
피자_포테이토 피자 (L),243,12.28,,
피자_포테이토 피자 (L),229,10.73,,
피자_포테이토 피자 (L),213,9.17,,
피자_포테이토 피자 (L),261,12.58,,
피자_포테이토 피자 (L),222,10.1,,
피자_포테이토 피자 (R),224,10.34,,
피자_포테이토 피자 (R),276,9.54,,
피자_포테이토 피자 (XL),216,19.16,,
피자_포테이토 피자 (XL),265,14.63,,
피자_포테이토 피자 고구마크러스트 (L),223,9.56,,
피자_포테이토 피자 고구마크러스트 (R),222,8.57,,
피자_포테이토 피자 골드 (L),237,10.85,,
피자_포테이토 피자 골드 (M),234,11.33,,
피자_포테이토 피자 골드 (R),234,10.17,,
피자_포테이토 피자 골드 에그타르트 (M),230,11.19,,
피자_포테이토 피자 골드스윗 (L),286,12.39,,
피자_포테이토 피자 골드스윗 (R),285,12.5,,
피자_포테이토 피자 나폴리 (L),232,9.58,12.94,
피자_포테이토 피자 나폴리 (M),236,10.28,10.84,24.32
피자_포테이토 피자 더블치즈 엣지 (L),237,11.14,12.2,20.61
피자_포테이토 피자 더블치즈 엣지 (M),245,11.31,11.39,24.2
피자_포테이토 피자 더블치즈 페퍼로니 엣지 (L),241,11.56,11.07,22.34
피자_포테이토 피자 더블치즈 페퍼로니 엣지 (M),248,11.68,12.17,23.5
피자_포테이토 피자 리코타링 (L),290,12.87,,
피자_포테이토 피자 리코타링 (R),289,13.28,,
피자_포테이토 피자 밀스크린 (L),229,10.0,,
피자_포테이토 피자 밀스크린 (R),222,9.41,,
피자_포테이토 피자 밀스크린고구마크러스트 (L),225,9.09,,
피자_포테이토 피자 밀스크린고구마크러스트 (R),219,8.42,,
피자_포테이토 피자 밀스크린체다크림크러스트 (L),229,9.85,,
피자_포테이토 피자 밀스크린체다크림크러스트 (R),222,9.47,,
피자_포테이토 피자 밀스크린치즈크러스트 (L),222,10.61,,
피자_포테이토 피자 밀스크린치즈크러스트 (R),213,10.31,,
피자_포테이토 피자 백미스크린 (L),222,10.34,,
피자_포테이토 피자 백미스크린 (R),214,9.64,,
피자_포테이토 피자 백미스크린치즈크러스트 (L),216,10.94,,
피자_포테이토 피자 백미스크린치즈크러스트 (R),209,9.57,,
피자_포테이토 피자 석쇠 (L),284,12.36,,
피자_포테이토 피자 석쇠 (R),284,12.96,,
피자_포테이토 피자 슈퍼시드 화이버 버스트 오리지널 (L),265,11.27,10.59,24.29
피자_포테이토 피자 슈퍼시드 화이버 오리지널 (L),223,9.0,8.67,26.71
피자_포테이토 피자 슈퍼시드 화이버 오리지널 (M),227,8.8,9.02,27.63
피자_포테이토 피자 슈화 더블 치즈 페퍼로니 엣지 (L),266,11.79,11.35,23.28
피자_포테이토 피자 슈화 더블 치즈 페퍼로니 엣지 (M),282,12.29,12.18,23.39
피자_포테이토 피자 씬 (L),225,9.89,,
피자_포테이토 피자 씬 (L),241,9.56,14.62,
피자_포테이토 피자 씬 (M),254,9.85,15.28,
피자_포테이토 피자 씬 (R),225,8.82,,
피자_포테이토 피자 씬바샤삭 (L),347,15.79,,
피자_포테이토 피자 씬바샤삭 (R),327,12.75,,
피자_포테이토 피자 에그타르트 (L),228,11.42,,
피자_포테이토 피자 에그타르트 (R),241,9.04,,
피자_포테이토 피자 오리지널 (L),222,9.14,8.79,26.51
피자_포테이토 피자 오리지널 (M),239,9.96,9.42,28.48
피자_포테이토 피자 오리진 (L),249,10.42,,
피자_포테이토 피자 오리진 (M),234,11.04,,
피자_포테이토 피자 오리진 (R),240,10.88,,
피자_포테이토 피자 체다크림크러스트 (L),225,10.22,,
피자_포테이토 피자 체다크림크러스트 (R),225,9.52,,
피자_포테이토 피자 치즈링 (L),278,13.46,,
피자_포테이토 피자 치즈링 (R),276,14.29,,
피자_포테이토 피자 치즈버스트 나폴리 (L),249,11.0,14.3,
피자_포테이토 피자 치즈버스트 오리지널 (L),232,10.09,12.05,20.87
피자_포테이토 피자 치즈캡 (L),253,12.04,,
피자_포테이토 피자 치즈캡 (M),238,12.45,,
피자_포테이토 피자 치즈캡 (R),244,12.28,,
피자_포테이토 피자 치즈크러스트 (L),220,11.03,,
피자_포테이토 피자 치즈크러스트 (R),219,10.38,,
피자_포테이토 피자 크림치즈 (L),237,9.91,,
피자_포테이토 피자 크림치즈 (M),235,10.43,,
피자_포테이토 피자 크림치즈 (R),235,9.24,,
피자_포테이토 피자 트리플치즈버스트 엣지 (L),234,10.98,,
피자_포테이토 피자 팬 (L),227,10.48,,
피자_포테이토 피자 팬 (R),225,9.47,,
피자_포테이토 피자 흑미스크린 (L),216,10.26,,
피자_포테이토 피자 흑미스크린 (R),211,9.64,,
피자_포테이토 피자 흑미스크린치즈크러스트 (L),213,10.94,,
피자_포테이토 피자 흑미스크린치즈크러스트 (R),205,9.57,,
피자_포테이토 피자바이트 (L),256,12.0,,
피자_포테이토(R),163,14.48,,
피자_포테이토(XL),216,19.16,,
피자_포테이토고구마크러스트(L),223,9.63,,
피자_포테이토고구마크러스트(R),222,8.99,,
피자_포테이토골드 피자 (L),259,13.61,,
